V,91,68,635
R,69,97,24
H,78,56,167
A,69,10,834
I,0,17,522
S,24,23,531
U,76,83,506
S,68,87,535
C,64,74,448
S,40,42,421
O,53,12,300
S,76,77,141
W,8,21,438
W,93,0,813
O,9,36,23
O,10,81,660
T,36,97,300
V,13,14,113
M,71,25,806
H,46,54,812
P,61,9,149
Z,61,24,152
Q,99,30,701
Y,95,81,607
E,38,92,522
R,2,26,293
B,98,12,64
I,99,52,687
Y,20,58,378
B,83,38,4
V,8,41,558
T,53,95,62
H,79,6,310
E,48,82,998
M,64,64,150
T,65,83,97
Y,75,36,128
P,3,97,421
R,78,86,617
N,52,19,128
W,94,1,302
J,23,73,978
B,10,27,45
E,7,58,510
O,59,96,3
R,40,82,197
H,35,71,805
S,46,87,432
N,20,88,310
Z,73,89,379
S,10,50,756
B,6,49,436
B,92,18,642
C,79,43,798
V,46,29,288
G,50,73,532
Q,3,58,652
N,8,73,604
O,55,43,66
L,67,70,13
H,20,31,347
A,69,49,42
V,65,47,976
Y,31,58,644
Y,97,89,147
W,70,83,688
B,94,91,59
M,90,37,440
R,83,26,787
Z,10,60,587
W,79,14,794
A,15,12,467
R,78,83,65
C,77,23,270
L,42,2,234
X,42,64,250
Q,37,70,647
M,97,71,35
T,29,71,503
X,31,26,240
A,63,37,594
F,79,3,674
T,4,31,927
G,93,53,184
W,61,56,21
B,16,45,386
E,97,38,492
L,16,97,820
L,51,84,997
X,10,48,66
H,86,20,439
V,88,0,809
V,22,22,246
I,10,99,84
J,68,37,222
D,89,55,662
C,77,34,899
G,80,20,752
Y,13,1,5
Q,38,77,621
Y,94,31,222
T,36,10,851
F,89,45,985
H,86,1,196
M,63,73,158
R,88,41,13
N,12,53,130
E,89,34,670
H,12,64,793
X,69,91,564
O,7,39,345
B,10,10,978
J,31,90,803
B,90,79,634
T,48,82,266
S,92,88,350
P,18,70,645
F,62,75,701
C,43,48,313
A,64,71,230
R,41,83,417
I,5,92,520
L,79,78,515
Y,31,45,686
B,86,74,623
C,11,61,826
N,16,10,295
I,76,54,709
Z,66,80,269
G,65,15,360
M,2,93,53
H,56,82,735
F,87,46,792
W,96,43,277
O,89,27,293
O,51,41,905
K,89,48,778
O,66,73,258
F,25,88,530
J,71,78,837
R,37,22,296
Z,68,89,199
R,9,85,173
K,4,64,314
L,2,54,786
J,15,66,763
A,40,31,872
K,85,75,282
G,90,69,686
Y,45,36,921
O,66,77,441
V,61,57,348
K,61,4,102
U,9,52,41
V,48,12,511
R,56,62,254
K,49,22,531
A,30,44,187
S,18,46,930
H,67,70,823
A,62,37,640
X,27,19,529
C,1,84,983
D,85,20,617
K,8,46,918
X,44,20,85
W,40,11,753
L,19,79,515
C,94,40,293
K,4,85,795
J,93,84,108
D,78,19,76
L,65,73,512
T,63,8,726
V,20,26,54
F,25,9,672
X,60,34,646
U,13,30,66
P,68,74,38
G,38,25,10
N,12,47,352
W,19,42,693
T,69,83,178
X,73,98,476
A,51,66,356
T,14,95,164
X,80,86,126
O,55,26,387
H,13,92,463
Y,90,97,505
S,68,40,873
Q,70,30,730
P,29,1,1000
B,67,43,298
E,33,50,319
S,78,33,54
I,66,29,387
Y,6,7,937
D,0,68,453
G,95,82,258
P,20,99,842
G,77,98,718
Q,34,91,708
F,41,44,84
L,68,65,693
X,56,40,273
B,79,51,732
F,97,4,831
Z,34,87,163
M,8,46,922
G,6,39,990
I,61,37,182
S,85,98,83
X,53,73,631
T,78,49,839
S,21,83,430
G,5,81,728
O,26,60,955
I,18,15,755
L,31,71,493
Y,58,34,768
R,85,67,248
T,78,95,84
A,51,58,558
V,12,53,960
I,61,63,476
D,68,97,302
C,86,95,46
Q,2,89,727
F,18,69,814
Y,8,59,296
W,69,71,163
K,88,90,871
H,73,46,669
W,75,48,539
X,0,37,244
A,45,86,260
S,99,58,109
F,36,94,814
Y,64,53,133
T,64,72,145
G,55,59,924
S,42,68,901
P,86,89,520
S,38,67,830
C,97,73,622
J,46,8,695
Q,8,76,968
T,50,80,831
O,90,70,488
S,18,4,705
N,93,35,833
K,79,50,565
N,46,98,117
M,39,79,395
Q,49,78,356
R,42,62,103
U,76,5,446
A,18,17,702
V,98,78,235
O,56,33,950
C,2,64,601
Z,31,91,443
S,94,77,241
P,51,69,551
M,18,12,688
Y,33,9,554
X,91,96,959
N,29,1,206
T,28,62,808
D,16,61,27
K,16,11,285
T,64,64,764
Y,74,22,150
O,60,86,674
J,66,69,760
X,98,38,90
A,97,79,309
B,45,61,325
B,93,29,251
E,78,11,400
O,55,60,433
B,47,10,895
Q,58,24,882
K,77,43,538
M,30,24,667
Y,46,90,552
T,59,68,78
T,74,79,782
C,71,35,36
E,79,9,631
W,55,52,996
X,69,88,193
N,36,82,149
Y,95,0,386
F,69,6,522
U,17,7,866
T,99,64,693
S,6,94,140
O,42,17,326
V,75,40,520
K,2,67,973
D,29,7,153
S,45,23,448
W,86,31,579
Z,35,75,529
K,79,48,471
G,17,53,221
X,33,0,141
E,58,46,863
T,2,34,337
M,5,7,197
G,84,6,75
Z,50,43,279
A,63,4,812
X,60,33,477
S,16,42,769
D,62,24,312
N,40,74,779
Q,51,23,492
N,73,59,305
D,78,15,741
K,99,47,193
F,96,54,328
J,69,6,318
W,73,14,942
V,85,95,779
I,20,95,776
E,38,14,578
Q,50,92,372
J,54,92,871
T,95,98,22
U,38,47,16
R,24,51,673
Q,87,74,150
M,11,62,11
F,7,73,198
Z,19,56,727
E,21,20,984
Y,90,86,821
N,43,64,970
U,46,67,1000
V,77,26,503
S,38,7,419
B,9,1,742
P,3,4,295
T,49,58,973
O,42,99,608
X,44,53,31
C,15,29,854
O,35,25,783
H,71,3,467
D,72,24,432
E,30,39,706
R,4,30,548
K,94,42,924
Y,67,98,964
B,56,25,796
X,35,26,577
E,45,32,976
L,43,72,400
T,48,83,692
J,43,18,410
I,84,28,395
D,11,87,314
M,70,2,153
U,49,85,248
C,93,71,236
Z,13,44,753
J,83,8,304
R,72,98,308
O,82,95,806
T,28,99,336
P,46,31,629
J,36,25,564
A,52,97,283
G,66,3,922
T,70,24,66
F,87,62,543
L,84,6,208
O,98,8,224
B,28,71,686
S,25,0,998
G,82,86,444
L,55,91,634
X,93,43,103
S,25,74,403
M,23,41,515
M,0,24,934
Z,31,88,905
D,12,54,499
K,17,70,786
G,69,88,796
O,35,96,720
X,34,96,705
I,50,49,656
W,12,60,454
N,33,17,244
K,40,56,380
N,66,51,626
K,6,42,455
K,81,81,976
S,21,85,502
O,72,51,821
T,92,47,388
X,34,32,151
T,13,7,106
F,49,53,728
C,6,21,479
D,79,16,459
W,52,44,148
E,13,92,789
N,61,4,688
P,99,18,676
B,12,96,673
U,25,0,451
L,10,28,269
A,85,18,859
B,45,73,408
F,67,72,250
J,0,60,473
V,76,34,431
W,4,68,378
S,75,28,251
M,15,96,169
J,13,78,275
B,77,0,540
I,77,5,825
Y,42,9,556
D,18,63,822
C,61,60,821
M,77,4,826
M,2,94,513
L,49,33,334
Q,56,74,112
L,23,94,30
J,42,5,979
I,29,99,178
A,37,90,225
G,9,51,405
A,82,11,845
S,36,72,363
Y,89,69,277
P,11,68,162
P,50,36,827
C,48,19,204
G,37,60,774
X,19,84,944
E,99,38,451
P,35,25,247
E,45,71,24
Q,12,25,56
O,47,54,928
N,43,44,204
M,7,12,170
O,68,62,139
C,24,95,902
K,43,50,497
R,49,90,1000
X,99,2,216
Z,12,15,887
W,69,74,434
F,56,90,309
S,39,89,5
Y,54,89,131
P,72,11,711
I,93,96,711
E,48,35,582
N,23,2,833
J,25,23,296
V,84,65,771
K,85,18,983
G,61,90,913
B,41,9,793
V,98,87,894
E,53,88,248
O,90,62,992
V,61,21,405
B,82,12,950
G,80,35,380
C,84,92,467
R,10,57,9
B,89,78,652
U,88,70,487
S,26,30,195
T,60,37,676
I,99,45,989
I,77,52,86
P,43,71,174
Y,34,69,148
D,25,10,578
A,51,26,153
M,11,7,185
F,55,65,806
E,57,47,821
Z,37,90,66
B,40,3,94
S,71,43,678
L,55,31,966
A,87,48,556
H,85,72,632
C,94,30,775
W,65,14,833
Q,71,1,829
B,29,30,16
P,51,85,372
U,13,29,657
E,82,83,4
H,76,7,838
W,25,95,790
A,47,40,546
F,21,77,420
G,22,87,785
S,92,38,378
J,10,2,237
K,79,50,355
W,87,64,345
E,22,8,10
D,51,5,938
I,44,28,67
N,67,73,803
B,82,4,673
A,32,56,629
A,29,78,192
T,59,25,767
P,32,70,382
Z,9,10,886
N,53,25,500
A,64,72,700
W,24,19,286
F,34,5,779
K,8,15,756
C,97,94,589
E,35,6,296
K,73,60,793
G,45,6,439
H,23,1,669
H,21,61,867
O,72,34,770
C,70,28,325
D,42,31,531
W,95,24,436
R,15,15,373
C,78,86,733
P,10,35,427
F,4,26,958
F,3,32,357
J,93,61,583
P,16,58,333
F,84,37,500
M,71,7,518
P,10,52,923
J,46,39,770
E,89,88,163
C,18,8,151
C,1,43,599
M,21,28,66
V,60,67,69
F,2,34,996
E,1,24,67
X,38,20,248
G,65,68,194
A,20,79,278
X,56,23,228
R,10,17,420
X,30,68,580
D,33,94,568
U,78,91,733
M,73,77,862
Y,22,31,393
E,79,4,8
K,13,29,295
M,38,33,924
W,28,75,217
X,15,15,111
X,14,95,469
F,82,58,839
H,22,6,758
Z,21,42,390
P,53,40,994
I,90,56,71
A,47,20,669
D,71,41,723
X,79,46,344
U,63,60,668
M,5,0,498
T,7,22,919
D,84,60,408
R,29,13,465
S,18,40,347
F,72,54,744
Q,49,91,550
Z,83,17,57
D,91,24,59
L,2,6,586
F,13,37,96
C,68,16,906
I,31,87,106
K,42,23,477
T,39,49,388
G,14,38,848
N,16,7,853
H,61,90,765
Y,13,48,387
L,27,27,222
S,11,86,512
W,86,88,721
O,45,76,959
G,14,62,764
N,68,3,989
V,92,97,513
U,91,78,644
Z,22,52,745
J,10,13,840
P,26,18,38
G,58,30,838
D,54,94,439
J,17,14,286
W,17,58,514
Q,47,48,362
N,62,5,981
D,88,16,320
B,13,84,966
R,21,25,313
N,63,39,261
U,44,52,905
O,63,0,866
R,66,43,56
B,0,6,495
D,66,22,82
E,33,82,287
S,49,65,327
T,19,54,450
B,82,92,558
A,28,19,832
E,43,21,68
A,0,50,787
P,97,35,576
G,95,19,562
H,92,33,623
I,96,86,248
U,22,82,366
M,6,94,111
F,99,79,143
A,28,72,697
W,75,63,221
U,49,98,28
E,25,9,67
F,51,71,395
Y,86,89,515
D,16,36,86
X,38,9,219
P,76,80,401
Q,5,2,467
V,94,59,844
L,46,34,112
D,26,57,41
B,7,35,633
N,82,95,315
H,41,45,374
H,98,27,734
N,41,47,63
C,66,1,984
H,70,6,428
L,11,25,288
M,17,39,653
L,31,50,491
C,15,26,120
R,54,52,321
J,47,14,364
M,84,6,480
B,99,70,610
A,13,99,323
Y,51,86,274
K,36,11,128
U,4,2,908
O,79,31,722
X,25,22,977
N,2,91,223
Q,47,21,327
T,84,11,651
A,23,13,886
Y,64,18,640
F,3,15,535
X,66,11,387
R,66,61,773
A,37,44,62
K,3,6,383
E,64,93,470
X,76,4,319
S,35,93,528
M,10,44,321
V,84,94,455
E,95,38,223
O,19,70,180
O,73,86,146
N,55,54,670
H,47,68,54
G,84,37,201
C,61,64,467
B,97,44,173
H,12,89,3
S,81,54,606
C,61,92,375
T,67,48,363
L,17,53,767
G,29,32,872
M,91,53,308
K,78,15,152
H,92,44,374
K,89,98,733
L,29,40,80
Q,86,47,193
P,71,52,117
D,92,84,344
X,90,80,592
W,73,5,121
A,72,19,767
O,50,3,969
B,83,49,877
K,2,66,327
H,3,18,117
N,51,5,147
B,90,45,382
G,79,51,137
U,24,36,279
G,1,63,359
N,20,69,657
F,96,92,14
B,26,98,215
Z,97,51,146
H,4,58,44
C,45,36,817
U,76,8,360
G,98,99,157
Q,34,97,683
O,21,82,935
V,6,0,31
P,68,28,87
R,80,79,897
P,31,32,617
N,10,49,877
C,8,48,919
Q,55,87,475
V,5,45,460
A,42,0,659
J,77,71,201
N,26,77,104
G,65,87,454
U,12,14,155
V,38,31,970
W,21,8,155
J,24,85,226
B,18,41,58
D,5,72,890
U,81,43,937
R,32,19,100
X,35,36,256
E,13,70,662
R,10,54,67
N,24,45,662
B,19,14,215
J,56,8,928
V,47,51,809
D,53,85,369
O,9,8,783
V,62,63,634
Q,20,11,872
J,94,14,785
L,35,28,828
O,34,78,381
T,66,92,846
I,59,47,3
B,15,51,312
T,48,99,207
V,9,7,956
R,28,64,195
N,87,44,868
Z,47,52,76
A,49,27,624
S,92,34,111
Q,93,47,590
Y,12,45,832
E,3,32,896
R,24,15,966
C,43,7,681
V,45,54,76
A,50,35,457
P,25,17,520
X,38,52,73
M,49,41,852
K,27,53,83
H,54,44,526
B,38,27,308
Q,12,28,52
R,12,75,798
U,1,86,769
B,64,86,991
I,27,81,739
W,9,14,8
D,10,79,89
U,30,50,854
H,74,33,66
N,64,24,416
C,20,66,793
G,49,9,509
N,19,70,843
L,12,88,947
B,28,44,513
V,66,6,205
F,83,69,3
W,63,90,155
F,83,2,402
W,18,72,993
L,66,55,135
C,95,86,802
F,0,96,391
V,67,29,378
U,16,54,980
K,85,73,481
N,53,24,156
P,61,57,847
O,20,2,298
O,58,98,219
W,27,38,369
K,66,69,873
Y,9,42,706
T,62,55,805
S,57,36,509
Q,69,33,821
A,93,72,785
Q,76,31,558
Y,66,7,51
A,72,20,69
O,66,58,121
K,82,88,567
O,37,62,301
I,36,57,447
N,59,92,113
S,89,86,466
E,23,71,665
B,8,69,842
M,75,43,238
A,40,98,200
H,71,56,236
M,68,44,550
X,86,44,772
F,38,59,133
J,23,10,947
V,0,85,539
R,94,82,856
W,80,47,725
E,35,73,58
I,7,31,742
U,64,87,685
S,94,24,905
A,16,28,290
S,7,96,520
X,2,34,61
R,73,74,309
X,43,5,267
X,91,36,3
Z,54,60,190
O,13,26,288
G,45,37,633
G,0,57,538
G,15,58,838
N,19,87,571
R,41,90,894
G,29,51,215
O,21,31,104
F,95,13,277
R,54,62,890
H,4,57,286
A,87,15,738
Z,87,95,413
Q,8,8,915
H,2,87,887
J,2,99,364
X,80,8,362
T,36,74,735
A,84,61,810
A,87,54,978
Q,75,46,383
K,52,60,558
H,89,50,709
U,46,7,36
N,39,9,294
L,3,85,386
D,19,69,601
T,21,13,831
N,94,75,317
F,24,45,206
C,86,27,751
G,4,45,175
A,7,43,129
B,64,56,290
R,49,73,904
G,98,35,488
L,65,23,478
L,8,82,972
U,87,8,824
A,62,56,453
A,86,44,588
L,96,19,448
D,17,16,832
M,20,32,349
N,4,91,13
P,15,67,69
U,26,24,592
J,32,53,186
N,33,3,888
G,91,95,654
B,29,73,957
X,25,47,353
S,14,91,121
C,89,5,37
Q,11,31,823
E,47,29,65
U,75,6,118
N,67,0,270
M,55,73,864
G,67,96,541
X,46,37,984
G,51,61,346
B,84,86,830
E,17,44,119
F,89,11,36
W,51,13,82
W,21,84,665
F,17,75,973
G,39,73,5
C,60,28,56
X,66,37,787
R,38,79,657
P,51,52,340
O,18,9,937
E,52,90,807
J,53,53,222
Z,51,55,735
X,30,92,29
Q,69,56,560
Z,15,22,664
H,47,62,982
S,74,44,590
V,96,62,549
M,59,46,488
