B,4,55,151
L,5,86,5424
F,54,88,6402
G,42,73,4876
Z,76,25,4548
M,97,76,585
L,97,71,1500
V,17,42,1456
O,11,30,2734
N,70,22,1689
R,43,65,1750
Y,91,32,1437
N,15,97,2713
N,4,95,6800
Z,52,52,1982
D,83,62,3849
P,2,32,3387
J,95,83,1868
F,61,57,3769
Y,68,75,1115
V,48,25,299
Y,27,9,5790
C,50,34,2664
N,11,52,1800
A,64,61,2297
F,81,35,1666
W,35,61,3574
K,15,60,879
Q,92,37,2536
X,46,83,5740
F,8,9,3617
B,54,0,4224
I,13,29,4283
O,56,20,6000
O,46,38,4209
J,0,45,160
H,86,29,2813
W,94,25,528
L,77,47,2709
T,4,65,4709
R,42,95,3465
I,97,62,3308
R,79,78,5840
L,55,12,2605
Y,25,46,4253
S,44,62,4667
N,34,50,6409
O,72,31,1523
A,25,85,2758
B,62,72,1606
U,67,49,2279
R,71,4,2251
P,64,20,2652
A,20,40,1643
A,53,26,3714
S,82,21,5527
F,44,81,6206
T,40,4,2567
M,26,46,3440
P,74,56,4452
C,69,25,4542
F,6,84,659
E,61,55,2840
W,49,62,3727
X,32,22,6740
S,66,46,264
E,89,43,2553
Q,27,18,3606
F,29,90,4127
W,57,72,4481
D,15,38,6403
S,90,93,5750
P,65,94,5007
X,2,5,1712
Y,25,3,5297
K,56,25,2123
C,11,65,3059
R,32,71,6410
K,7,30,2836
F,90,78,319
E,33,7,4299
P,47,24,6003
A,71,6,1278
G,68,73,6560
F,20,94,1133
F,22,28,6403
T,64,42,5171
N,1,17,619
R,63,19,4741
L,86,72,3001
L,60,74,154
W,23,69,4744
M,27,33,1948
D,49,28,620
Y,35,71,5789
I,31,63,3108
L,73,70,698
D,84,5,1860
T,72,98,1946
H,58,49,3587
E,10,88,96
X,94,14,2516
J,3,83,2039
R,58,77,436
N,73,61,5429
L,38,34,3469
F,37,30,1917
D,20,84,639
J,54,28,6241
G,62,93,3348
W,48,84,2543
D,54,76,186
P,34,72,1889
B,10,56,3497
J,62,62,6063
H,17,57,1073
B,26,99,5501
G,25,68,4649
Y,57,67,5414
M,99,83,2053
D,73,30,2257
K,64,55,1672
Y,50,13,2028
C,85,9,5937
J,43,72,6981
Z,24,72,4099
P,54,21,4909
V,45,64,1269
F,87,62,4545
K,20,49,4681
G,58,98,3751
M,65,16,4636
Q,56,30,1212
D,72,56,2687
N,70,59,1205
G,39,46,4532
C,56,18,5186
G,84,7,1579
G,84,87,2390
J,53,24,3259
K,47,30,3080
Z,27,90,3927
D,27,40,3993
K,97,31,2374
Z,24,16,474
D,46,20,5643
S,91,71,1075
H,29,87,4644
H,97,86,4650
L,63,50,1763
E,27,87,5369
Q,16,17,2966
I,98,42,4128
L,22,3,562
B,36,48,4801
E,24,92,2730
Z,50,42,3311
I,55,71,5724
D,55,80,5440
F,48,6,824
O,85,88,6708
L,10,75,5129
H,55,64,4520
K,69,53,2116
V,96,7,4052
S,68,63,409
Z,15,97,933
N,69,55,3289
D,98,35,21
M,83,56,6590
I,51,22,4179
C,68,64,6173
A,31,10,4454
X,50,58,6795
B,34,72,2654
J,23,35,6511
E,67,43,2020
K,80,4,6890
C,47,1,5789
M,70,51,477
J,89,44,6954
F,16,82,6304
F,96,76,6197
G,85,8,2930
S,99,16,3973
L,80,6,3515
L,80,68,1565
L,7,43,2306
L,77,49,4503
Y,61,99,2143
Z,32,47,5270
X,46,64,2913
G,68,12,3387
T,57,53,1868
Z,69,43,6315
E,86,89,5089
Y,30,22,4194
T,6,20,6991
L,31,61,4505
F,13,68,3832
W,9,42,1662
P,1,67,482
S,13,62,6736
P,76,38,6019
S,3,23,1534
U,90,94,4064
P,29,92,2977
S,68,82,1619
I,27,61,1910
U,20,47,1129
G,16,13,4465
G,80,65,3721
U,14,2,2445
C,27,62,39
O,57,1,5393
A,33,52,4085
M,35,82,1773
P,29,10,6050
A,22,42,5502
S,33,82,4393
V,28,71,891
J,21,4,5848
Z,98,55,744
C,98,31,1427
S,91,55,1947
W,74,8,6210
C,27,76,4025
J,10,56,4065
X,51,77,3334
L,79,91,2335
M,44,79,2277
N,63,14,3254
V,99,48,3399
U,93,20,6834
U,18,54,3482
M,89,57,3852
P,8,81,5214
U,56,65,1328
M,31,59,1383
D,89,1,277
T,82,49,2491
Y,9,14,6631
E,83,76,3832
K,62,49,5417
U,74,68,2670
O,44,16,5599
V,25,45,4006
B,35,1,1265
M,14,24,3367
T,89,79,721
O,25,28,3276
W,40,82,6823
Q,89,15,5682
G,53,50,4087
V,37,79,1744
J,20,13,6389
I,74,92,3922
B,56,86,780
P,71,2,4189
O,30,76,4308
G,64,24,909
B,44,61,2767
A,98,51,2195
W,80,58,4321
F,83,80,2908
Q,9,86,3107
P,17,92,5157
N,20,9,4388
X,69,46,3135
Z,36,3,5067
D,50,88,3944
T,48,42,1517
J,2,92,3701
U,46,43,5145
O,8,35,3222
E,69,95,4768
F,5,87,1894
X,80,90,1693
D,86,19,3606
Y,41,20,206
T,18,95,6602
Q,45,93,3943
Y,13,6,3863
Z,80,47,5066
G,99,53,388
V,75,20,6545
J,18,39,1973
Y,26,99,2432
L,76,49,4519
M,79,68,1224
L,37,95,441
Z,52,6,2338
R,63,62,4251
T,93,26,4857
J,52,51,2806
M,96,32,4668
Z,32,86,715
L,15,90,1982
R,80,31,1661
G,51,0,6361
A,38,40,3705
W,82,88,48
Z,51,15,3612
R,42,67,4986
K,7,51,1383
U,20,3,6018
V,15,55,531
X,40,99,4292
Q,85,30,5050
E,42,43,3733
L,98,75,881
C,74,85,4158
N,82,28,3542
K,26,76,1070
W,27,70,1963
Y,23,75,655
J,59,88,1333
O,80,15,3111
Q,76,24,5536
K,23,87,1070
R,9,71,5199
L,70,32,4365
K,22,75,3916
C,67,89,5765
T,72,44,3282
U,39,23,2439
J,31,41,2163
L,27,20,3676
W,99,82,5634
G,5,38,2601
A,30,15,766
E,82,34,2427
O,54,95,860
J,32,17,6350
X,17,88,1883
C,27,16,3664
D,15,58,5950
N,82,5,6070
D,95,40,3797
F,7,45,1913
T,50,19,331
A,74,41,4178
M,72,40,3335
O,94,54,1902
A,32,39,5404
L,23,55,4404
S,95,27,5018
Q,73,56,6978
I,25,14,1313
N,54,95,1887
L,21,28,3189
Z,78,34,506
Z,11,43,6855
C,72,3,4740
J,77,72,4617
W,71,25,6125
N,67,63,4156
R,91,61,4590
Q,77,16,4287
F,74,25,4024
C,16,21,6738
S,96,93,6918
T,50,31,6617
M,47,98,2101
J,48,60,2877
D,73,78,3747
K,43,31,2942
S,51,81,580
I,33,95,1784
I,75,86,1805
V,94,16,206
O,32,13,5574
D,37,77,5383
P,89,9,558
U,38,3,4574
I,27,60,3537
W,12,58,5833
I,69,41,3131
C,72,96,4383
R,21,92,4155
I,70,25,387
J,30,90,5630
S,95,64,2675
Q,73,7,4755
F,31,42,4262
O,24,49,3506
P,39,16,2824
J,14,99,3183
M,62,93,5614
I,98,39,2269
T,63,40,1161
R,39,26,2842
D,10,51,5640
D,94,43,3639
Q,4,37,453
Z,18,41,5978
D,21,82,5258
U,15,54,932
Q,1,6,4870
D,49,38,1166
Q,5,43,6820
U,40,83,4136
I,36,65,1161
X,17,50,2211
I,60,75,50
M,33,92,1006
Z,0,96,879
V,34,78,6509
A,60,99,24
A,3,3,6895
Z,39,85,4920
H,49,50,2305
B,32,93,6066
K,35,65,2646
D,72,70,1312
V,0,26,2574
W,44,76,4285
C,1,69,5281
U,87,96,1065
S,7,30,3456
S,58,41,3333
B,9,66,1013
J,70,65,681
A,55,73,4570
I,42,56,4390
V,15,74,199
Y,58,92,3425
U,33,52,6381
N,42,35,1726
J,27,64,2143
U,23,17,5577
W,21,32,6054
Z,50,24,263
G,54,41,4021
D,43,19,5899
L,66,24,3565
F,98,37,3772
Z,22,34,19
O,10,92,720
R,61,24,6435
Y,26,68,6939
B,77,71,5625
I,45,61,1890
U,91,19,4858
J,74,3,2533
B,85,20,6714
X,84,27,6112
D,57,87,118
D,2,54,6336
U,76,2,6463
G,98,30,546
T,30,54,3697
Q,3,0,6496
C,63,23,4987
Q,23,60,5869
J,86,73,5652
D,63,8,1310
Q,6,67,3841
G,23,18,935
A,89,4,5875
O,46,23,6164
M,60,79,5818
R,39,42,2240
G,91,94,205
W,70,96,2953
X,35,58,4756
H,16,75,3513
O,57,0,6056
E,21,61,892
F,75,54,968
T,33,19,3322
G,35,73,1873
R,40,63,3165
L,43,70,3296
K,83,64,5766
D,8,86,846
H,2,26,3676
J,34,92,6557
F,70,85,6957
S,2,54,4880
Q,65,15,895
E,98,21,2007
Z,80,36,1752
Q,96,35,6354
Z,52,47,5278
V,10,98,1398
K,51,5,1137
R,43,99,6935
Y,46,45,1655
B,47,47,5591
V,70,82,5823
H,70,73,5543
T,63,42,1235
U,36,96,6698
K,78,29,3274
M,83,28,6008
P,97,80,2822
U,90,50,4564
P,19,37,2837
P,66,94,708
P,57,95,1735
M,60,18,715
Y,72,47,1125
W,6,43,2386
R,33,4,2757
G,25,34,6828
N,9,30,2808
W,0,87,2566
Z,32,3,6341
J,72,78,1
C,63,56,136
O,69,75,593
D,48,48,2399
S,88,36,5955
E,48,75,547
V,21,74,2376
K,71,39,4856
A,56,28,47
A,19,17,3460
Z,4,10,2340
O,97,88,6517
F,4,18,1307
V,37,52,4466
L,19,80,1640
T,49,98,6773
N,18,31,6614
H,60,7,5328
M,68,0,4441
C,33,22,4541
X,35,68,4415
P,49,88,1625
W,56,26,5836
Q,83,75,2808
H,59,70,4397
U,81,42,4007
X,95,5,4959
X,49,64,4753
W,55,37,3888
P,17,38,5357
B,51,26,4244
U,99,23,423
N,88,8,6016
J,81,2,24
G,45,36,3764
Q,4,73,2777
I,57,80,700
G,83,20,3555
K,30,42,4148
V,63,90,886
O,61,88,631
Q,51,92,2280
C,63,81,4420
M,59,60,5588
Y,12,68,5020
G,8,46,1989
M,40,90,5857
J,89,85,6325
N,90,83,4600
W,31,28,429
E,4,33,1501
F,56,97,5503
T,68,97,1473
L,0,7,6433
Q,80,90,6987
X,32,26,2947
G,47,98,5677
U,94,57,4858
V,45,79,6082
T,3,7,3924
B,76,7,465
G,71,20,1588
Z,58,48,935
Y,55,55,2375
F,20,50,5686
W,48,42,6620
K,93,79,3777
K,32,28,2266
N,89,23,5897
A,28,29,5192
X,2,96,2767
H,77,32,5636
L,75,86,4291
T,66,0,1017
G,36,75,6657
B,63,51,2033
I,27,25,5681
S,29,80,1305
V,58,48,2909
L,55,91,6711
E,0,57,510
D,74,22,4627
G,59,89,4820
Z,17,25,63
C,7,84,4440
I,72,25,5931
F,0,18,4525
V,84,67,6928
R,59,58,5087
E,4,7,2006
Z,44,91,6989
R,74,40,5780
E,89,18,3425
Z,72,47,2537
H,54,89,495
R,40,55,2867
C,34,11,1002
Z,45,41,6217
D,95,89,1740
G,77,5,4030
Y,32,10,1026
T,18,53,6602
V,37,34,1206
N,54,90,357
D,75,9,4361
I,23,5,2120
B,29,26,720
R,27,41,1345
B,10,23,4421
D,23,10,1793
T,19,33,6656
H,15,85,2359
Z,94,61,1068
P,76,7,3760
I,62,99,5702
K,51,45,2952
X,31,50,4167
U,33,82,5191
C,99,63,5748
S,82,24,4495
U,43,19,5774
O,93,56,1255
F,25,46,241
O,32,31,6939
I,41,92,5260
S,40,20,1284
Y,61,72,6496
Y,80,1,417
U,98,35,3760
C,67,10,6896
A,83,40,6143
J,52,67,4977
R,39,3,3075
G,57,61,4878
B,21,40,2513
V,48,22,6497
H,20,75,4070
J,7,98,6371
A,37,76,467
H,16,61,2097
V,58,96,2188
K,68,44,3025
Y,50,66,4083
O,85,33,4560
I,39,10,1472
N,38,23,6576
J,18,92,6798
V,92,69,6217
T,91,55,3293
S,66,85,255
S,19,36,6279
E,34,80,2251
C,62,93,6654
J,57,14,767
W,43,62,5772
C,98,63,2114
W,26,36,5133
H,54,11,4756
R,10,25,4617
E,78,75,6871
I,31,91,6164
M,78,23,3452
M,65,65,112
E,57,32,3163
E,87,1,2834
P,1,97,3323
Z,59,66,3786
Z,17,13,1351
Q,35,61,4514
Q,56,45,1592
T,21,4,1787
F,86,53,3686
I,94,43,4221
E,30,88,876
J,78,9,1849
P,76,29,2040
W,44,60,6048
B,74,48,5043
H,69,10,3709
O,91,25,2976
I,14,31,6929
A,30,89,2688
I,69,41,5599
Z,96,41,3712
N,39,42,3168
Q,25,48,4306
S,10,9,1468
T,71,65,2483
G,17,18,2732
D,31,12,3392
P,98,94,350
L,21,27,719
D,15,97,6075
I,41,72,74
B,46,10,300
Q,25,90,5605
N,1,65,2124
Z,57,79,766
F,66,80,547
X,60,48,3462
E,21,50,5289
E,20,48,4228
E,42,13,2770
V,15,27,6639
E,92,65,3205
H,37,39,408
W,24,87,2444
B,73,71,2068
M,10,87,4856
Z,73,72,789
Z,99,6,3186
A,59,2,3610
V,63,0,2506
V,28,36,3688
I,96,80,6093
Y,96,41,3538
I,8,80,6569
P,71,13,142
A,5,50,6628
B,5,52,1697
I,23,0,5856
L,25,88,3357
F,57,56,5445
V,50,26,1312
V,17,91,2014
N,29,55,6864
G,73,69,6006
Y,56,21,1282
S,50,20,1106
R,62,79,6730
Z,62,69,5830
V,44,19,1542
W,1,79,4957
I,93,44,395
E,85,5,4450
J,52,98,564
H,72,98,6619
M,25,52,3607
N,3,13,282
J,81,28,4700
D,43,12,3633
V,15,7,4127
H,27,80,342
A,8,15,2062
K,81,94,4648
L,75,51,2287
N,44,3,1643
O,45,82,6226
P,57,5,2551
T,65,48,5562
E,11,68,1491
E,34,79,4718
X,81,41,2694
X,54,8,6414
T,2,51,1597
S,79,56,232
S,65,61,475
I,90,93,5459
P,7,1,1684
G,38,82,3317
S,52,18,279
M,60,83,4669
U,49,78,5069
V,58,5,6478
C,33,67,346
W,18,30,2519
A,27,63,263
J,39,34,5274
G,87,62,4380
N,81,23,5966
P,33,89,2805
J,12,55,2859
R,48,35,5196
Q,51,49,311
B,0,14,1287
B,71,78,5363
T,12,0,3709
P,12,3,5782
N,65,9,6990
J,80,4,3884
A,50,4,5317
A,66,45,2951
J,97,80,4244
X,82,85,4101
C,78,98,1881
P,35,12,6073
T,83,89,3242
G,50,40,608
V,23,6,1873
W,4,59,2462
W,77,49,3046
I,74,37,5023
L,9,47,3086
O,47,3,690
C,54,38,200
R,44,85,4313
S,56,22,563
S,71,2,309
M,50,71,843
Z,4,0,6931
M,76,23,1601
C,1,46,1182
K,71,99,4346
T,65,55,85
V,18,70,521
S,28,24,2772
Z,75,25,3188
D,50,64,2608
Z,31,74,3321
N,8,92,4951
C,18,34,5877
S,59,42,6810
P,24,55,3148
O,91,67,5438
F,68,81,1955
K,51,28,4294
H,96,18,2237
F,46,40,2499
V,38,90,6949
M,17,24,4530
P,44,73,1235
T,55,55,1437
I,36,98,5223
X,92,84,6760
Y,83,12,4224
N,10,22,3919
I,2,47,3000
D,87,6,4008
R,86,83,313
K,90,48,3362
Y,52,97,947
M,84,36,4499
P,2,49,1247
E,88,9,2276
T,10,25,3931
D,80,97,1580
Q,82,65,1369
X,23,70,617
B,97,69,3555
A,38,41,5136
N,64,5,352
V,34,84,1499
O,0,19,1730
T,77,10,3874
C,16,8,2799
E,56,90,2381
R,57,34,516
U,99,12,915
F,14,46,2578
Z,45,70,2410
Q,46,83,5062
S,92,76,6953
Q,94,6,3180
E,53,2,2078
L,72,78,6035
A,30,46,356
U,92,26,2081
D,85,3,4447
U,26,80,3767
Y,8,44,4429
J,25,34,1281
B,91,7,2185
U,64,94,3815
I,50,35,6754
B,59,72,5955
V,69,8,6913
A,64,63,3574
V,88,74,5742
H,26,84,2971
M,5,43,6236
G,86,23,5044
Z,58,25,6613
K,66,7,2872
U,82,23,4512
S,13,63,5080
C,71,92,771
Q,71,45,5781
G,61,81,1311
I,49,65,4435
K,41,19,2079
O,53,9,57
O,7,88,5996
R,55,50,4385
A,49,96,1703
J,49,15,1490
C,15,50,5932
W,74,95,39
Z,42,69,2432
W,87,84,6901
I,69,21,1377
C,74,91,712
D,97,16,2962
L,29,29,5453
P,48,91,3586
E,41,42,1959
S,5,0,4173
U,88,78,1456
R,59,92,498
T,84,27,739
F,32,81,3757
M,14,40,3923
F,62,77,4104
B,85,64,1816
G,26,45,1390
N,11,97,4042
N,45,20,2222
P,21,4,3678
Y,26,2,5214
L,77,63,5727
O,75,45,6960
M,64,23,1042
N,74,81,4605
Y,11,38,4918
L,5,83,966
P,19,35,6819
T,11,90,5419
C,25,33,4225
E,16,80,4035
E,90,64,1920
N,61,83,3445
X,63,84,5339
R,49,1,6909
Y,26,40,1018
J,60,19,3892
C,7,17,3223
X,72,91,6720
A,74,44,4206
L,60,17,1492
E,42,53,2291
O,45,50,3082
A,69,44,1882
H,59,26,2269
D,70,90,2446
A,24,21,4947
A,56,89,18
G,12,8,121
B,63,0,2073
M,77,62,1322
J,63,54,6359
I,36,2,2641
A,97,1,61
D,29,91,3773
U,56,10,117
H,73,22,1554
P,3,97,2389
W,49,65,3628
K,2,6,4919
Q,58,56,4546
B,21,91,664
U,6,28,3575
I,91,71,2804
X,57,88,6552
K,62,59,5130
Q,88,47,2792
V,25,39,3782
E,32,58,5911
Q,67,15,4301
Y,6,47,2043
T,6,53,5139
S,32,87,5651
J,15,66,5666
S,17,93,6693
S,92,86,675
P,78,98,2056
S,43,23,2497
X,76,34,1714
E,81,1,1392
R,88,21,3795
V,39,95,5542
Y,20,48,6163
E,1,29,2250
B,25,81,1011
C,49,91,3809
C,50,60,4132
V,51,39,2055
S,19,91,1229
J,61,61,3753
Y,46,96,6827
O,59,14,4834
V,93,63,2259
C,82,3,5676
F,16,38,1681
J,91,21,5344
H,94,38,5272
Y,17,88,3328
L,16,81,3670
O,98,62,2189
M,64,94,4207
P,87,13,2406
B,96,85,1597
H,22,18,3290
M,40,44,3508
E,44,50,6667
O,23,48,5684
Q,32,66,3071
C,13,87,1288
N,53,26,5523
B,89,59,1753
Y,48,2,1583
W,80,7,5590
R,35,81,1602
Z,34,9,1712
Y,12,6,5863
C,11,34,1574
U,77,34,3454
O,64,29,5179
U,76,43,2888
Y,16,49,749
U,80,58,6883
N,97,8,6567
O,8,40,2532
W,64,98,5987
R,19,36,1919
N,21,10,6723
Q,24,0,1042
B,14,79,4046
U,86,57,4019
P,73,71,3302
N,23,24,3544
T,52,24,1944
Z,82,92,4143
U,50,17,4340
M,16,42,1112
T,64,96,4669
T,9,84,2884
F,19,85,6422
K,41,63,2364
U,90,64,1536
F,48,93,4515
Q,44,80,6709
I,89,63,1979
C,71,60,2426
B,72,49,3423
P,3,88,4355
G,56,32,6735
P,58,88,1597
O,55,58,4185
M,54,5,5292
V,8,40,1727
P,26,88,136
Y,90,85,4361
Y,19,76,2611
Y,11,5,6864
S,19,79,6967
I,25,42,4221
D,22,34,2946
E,28,3,1236
X,29,12,672
J,32,11,2287
E,65,17,5343
V,99,51,3766
E,54,72,515
N,45,32,2382
S,51,43,1147
X,59,31,2319
N,32,58,2963
K,10,30,4838
Q,11,67,4321
B,74,5,4580
T,16,73,1067
G,19,40,5494
U,39,6,26
B,35,76,1721
U,28,7,6180
L,20,82,954
Y,55,47,6723
U,48,40,2127
G,79,17,5478
Z,84,3,2335
V,83,50,198
A,98,58,1140
Q,74,32,5744
F,56,38,1185
U,42,9,6320
S,68,24,2510
Y,32,23,863
V,53,10,247
N,56,39,2282
B,0,66,3681
R,19,86,4938
K,12,26,4995
M,44,98,6297
S,22,97,1670
I,26,77,4708
S,96,94,2270
S,47,21,269
Q,21,28,41
R,18,35,5422
Q,5,1,2649
I,83,86,3371
R,71,49,3947
U,88,72,6880
Q,23,81,3761
N,93,45,5886
G,57,58,5327
D,84,10,6935
V,9,91,1890
N,45,68,5021
R,51,46,3830
Y,47,20,1994
W,81,36,6795
R,47,23,2875
P,71,32,3778
I,31,36,6055
H,50,53,2447
M,98,22,6636
H,44,61,5913
N,23,12,6166
L,36,43,6975
N,71,52,2459
M,39,66,2133
O,52,35,4284
C,18,84,3617
Q,73,75,739
E,16,37,871
J,55,68,2909
Y,40,99,3771
R,4,20,1280
Q,87,50,4765
N,89,32,6937
R,55,13,6242
F,55,72,2469
O,79,27,3872
F,1,27,85
Z,95,39,6599
N,6,76,636
V,18,54,2691
L,0,40,4204
D,51,50,2527
Y,36,51,1508
J,10,60,3267
O,29,74,1000
H,55,12,3711
A,62,38,5012
U,85,83,1654
P,2,99,6532
U,33,65,956
H,92,43,599
Q,45,51,1115
Z,55,92,5368
B,46,8,900
B,30,76,6771
T,67,12,677
W,64,79,3804
I,76,33,2951
A,89,57,169
I,38,44,5941
R,23,44,2934
O,78,87,4491
C,0,26,4561
A,11,93,3585
S,63,1,1843
F,87,59,2786
X,15,16,2872
Q,81,93,24
V,77,51,2567
P,31,86,6080
W,7,28,3463
U,64,89,3554
P,49,79,5794
Q,97,30,6386
K,85,13,1910
F,54,67,2109
E,75,52,525
E,49,3,5204
A,56,51,2120
U,98,68,4119
I,93,84,2296
I,62,30,1578
B,81,6,4860
V,20,63,6890
V,1,85,4751
I,98,61,5802
M,79,30,143
Z,32,61,6276
Q,67,99,2042
E,67,99,6064
C,99,39,2532
B,56,29,5841
J,3,97,1616
T,24,98,1
J,84,1,3252
S,92,43,2356
D,63,17,6615
I,52,40,866
L,50,47,4637
T,12,95,2494
Q,22,17,812
B,78,76,1626
T,23,53,1195
S,28,50,6996
O,30,30,1206
L,59,6,1177
N,8,33,1506
P,42,78,3388
Q,54,76,236
Z,58,29,6999
N,36,92,2396
F,44,7,6820
P,53,96,1192
P,5,90,1015
I,39,59,4603
P,72,25,1454
Y,37,52,2762
D,49,0,4780
F,49,98,6020
N,68,28,3158
Z,86,62,4332
W,28,95,1420
W,18,19,4212
Q,98,17,1467
H,69,88,6752
E,23,28,758
N,91,26,1631
T,85,35,2169
U,86,16,6650
I,23,39,1554
S,36,59,6964
Z,95,11,4370
T,0,1,2833
X,88,71,3736
H,22,71,6930
H,24,90,5394
Q,61,36,3346
X,21,32,4883
M,82,19,6838
G,48,73,2105
W,16,92,6368
Z,8,36,1290
F,39,62,6826
B,73,34,5779
X,23,76,6788
I,4,21,4637
K,42,40,3543
U,95,80,6198
K,23,8,2697
J,5,65,146
M,23,72,3890
H,66,2,2479
D,48,69,1744
P,62,63,1735
R,9,54,2321
J,63,86,4662
B,89,68,1294
U,19,34,2471
C,25,51,4760
S,51,46,2961
M,59,60,1
Q,94,88,583
T,51,81,5339
Q,46,97,1328
H,23,30,1564
R,89,23,5998
I,17,60,5338
U,88,39,5656
Q,3,86,3015
S,2,81,2312
W,64,77,63
C,88,27,6633
C,25,96,5152
Y,14,58,5234
L,71,98,1930
U,28,25,2995
N,5,87,2702
R,70,7,1167
J,99,50,4964
S,27,72,4242
G,48,35,4433
C,9,82,1103
J,71,9,1348
P,10,66,6143
M,9,29,3830
G,47,44,4569
N,21,4,4545
A,37,77,5317
P,9,29,4648
A,90,94,3051
O,60,30,1147
V,2,75,4902
V,59,11,3713
L,31,7,5328
L,7,38,1944
N,75,60,5527
E,28,92,3919
Y,46,66,4899
R,89,35,3372
R,8,84,4375
R,99,75,1304
P,17,13,4216
N,60,70,2012
K,50,21,3811
Z,55,85,565
